,BAD,LOAN,MORTDUE,VALUE,REASON,JOB,YOJ,DEROG,DELINQ,CLAGE,NINQ,CLNO,DEBTINC
2067,0,27600,       60039,       86166,DebtCon,Office,           0,           0,           0,100.94932169,           0,          23,33.820934036
2068,0,27600,      121592,      153432,DebtCon,Mgr,           2,           0,           0, 297.0016085,           0,          24,40.015316476
2069,0,27600,      131887,      174323,DebtCon,Mgr,           0,           0,           0,243.05371295,           2,          24,35.271867032
2070,0,27600,       64818,       91915,DebtCon,Other,          16,           0,           0,99.604607809,           0,          17,32.461144333
2071,0,27600,      153063,      202542,HomeImp,Other,          10,           0,           0,266.93895601,           2,          33,42.829145821
2072,0,27600,      123121,      157337,DebtCon,Mgr,           2,           0,           0,283.28285346,           0,          24,36.948273863
2073,0,27600,      112753,      155166,DebtCon,ProfExe,           6,           0,           0, 124.9909552,           3,          26,32.088681352
2074,0,27600,      129311,      188143,DebtCon,Mgr,           1,,,122.51688476,,          39,30.474173738
2075,0,27600,       74964,      118507,DebtCon,Other,           5,           0,           0,91.711246204,           1,          32,39.146755766
2076,0,27700,      103249,      206521,DebtCon,Other,          24,           0,           0,196.78163285,           0,          19,25.688176342
2077,0,27700,       73148,      101462,DebtCon,ProfExe,          10,           0,           0,264.60538941,           0,          33,40.475793354
2078,1,27700,,       65635,HomeImp,Other,          18,           0,           3,       221.1,           1,          28,
2079,0,27700,       77886,      114494,DebtCon,ProfExe,           9,           0,           0,118.47135379,           0,          18,28.344078391
2080,0,27700,      149169,      183234,DebtCon,ProfExe,           8,           0,           0,314.78583915,           0,          35,37.636682724
2081,1,27700,       19300,       39000,DebtCon,Mgr,          12,           3,           0,212.06666667,           0,          46,
2082,0,27700,       76055,      126560,DebtCon,Office,           0,           0,           0, 310.6263344,           1,          23,38.983558116
2083,0,27700,       67446,       99206,DebtCon,ProfExe,          11,           0,           0,286.96597112,           0,          32,38.995164401
2084,0,27800,       64804,       97553,DebtCon,Other,          15,           1,           0,105.09866375,           1,          17,32.177861062
2085,0,27800,      127770,      169440,DebtCon,Mgr,           2,           0,           0,235.72854702,           1,          24,34.844155434
2086,1,27900,       62264,       39604,DebtCon,Sales,          10,           3,           1,118.77826456,           7,          23,48.077531472
2087,0,27900,      149359,      192955,HomeImp,Self,           0,           0,           0,172.57959055,           1,          16,40.135531359
2088,0,27900,      135511,      184219,DebtCon,ProfExe,           1,           1,           0,241.05228345,           2,          19,38.606492713
2089,1,27900,       90694,      121543,DebtCon,Mgr,           5,           2,           1,107.04625061,           8,          15,0.8381175254
2090,0,28000,       58002,       86427,DebtCon,Other,           9,           0,           1,129.57535197,           2,          29,39.362693216
2091,0,28000,       59775,       87390,DebtCon,Other,           8,           0,           0,138.48647658,           3,          30,41.543804711
2092,0,28000,       68000,      106000,HomeImp,Other,           6,,,       114.7,          11,          21,
2093,1,28000,       28042,       63500,DebtCon,ProfExe,          14,           2,           4,121.73333333,           4,          28,
2094,0,28000,       96015,      127551,DebtCon,ProfExe,           0,           1,           0,196.52348814,           3,          37,34.871643115
2095,0,28100,      100420,      207737,DebtCon,Other,          22,           0,           0,197.19812185,           0,          19,26.372548724
2096,0,28100,       86778,      110851,DebtCon,Office,           9,           0,           0, 398.4023372,           0,          44, 41.04058878
2097,1,28100,       72100,      112000,DebtCon,ProfExe,          20,           4,           1,120.73333333,           1,          58,
2098,0,28100,      112564,      162129,DebtCon,ProfExe,           7,           0,           0,115.56446202,           2,          26,33.091681472
2099,1,28100,       75768,,DebtCon,Other,           9,,           0,133.12186695,           3,          33,46.751800109
2100,0,28200,       90485,      123674,DebtCon,Other,           1,           0,           1,189.73474189,           2,          25,41.676985544
2101,0,28200,       58232,       97555,DebtCon,Other,          17,           0,           1,130.45076488,           0,          29,38.092730303
2102,0,28200,       61038,       87534,DebtCon,Other,           8,           0,           0,137.48781925,           3,          30,39.360018601
2103,0,28200,      118728,      160486,DebtCon,ProfExe,           7,           0,           0,112.52081792,           2,          26,34.537342291
2104,0,28200,       44321,       63050,DebtCon,Office,          19,           0,           0,182.24730572,           2,          22,32.477167031
2105,0,28200,,      117181,DebtCon,Mgr,           9,           0,           0,170.64615367,           0,          26,31.601436148
2106,0,28200,      148455,      191419,HomeImp,Self,           1,           0,           0,186.98304288,           0,          17,39.563303075
2107,0,28200,      100353,      131386,DebtCon,Office,           9,           0,           0,146.06548333,           0,          28,38.679207625
2108,0,28300,,       29512,HomeImp,Other,          24,           0,           0,78.109069731,           2,          14,30.513283442
2109,0,28300,       71973,      119224,DebtCon,Other,           4,           0,           0,89.379952321,           2,          32, 39.98105906
2110,0,28300,      130028,      178918,DebtCon,Mgr,           2,,,113.94263886,,          39,33.440161627
2111,0,28300,      137159,      186153,DebtCon,Mgr,           0,,,112.17281254,,          38,29.874731494
2112,0,28300,      145931,      239990,HomeImp,ProfExe,          27,           0,           0,357.23095382,           0,          19,38.268469992
2113,0,28400,      112996,      175817,DebtCon,Sales,          17,           0,           0,303.28205506,           1,          31,36.289002598
2114,0,28400,       53480,       90560,DebtCon,Other,          24,           0,           1,174.47472367,           0,          19,24.490839114
2115,0,28500,       49461,       83352,DebtCon,Other,          21,           0,           0,210.02505835,           0,          26,37.301764099
2116,1,28500,      108293,      135317,DebtCon,Other,           5,           0,           0,219.61525186,           4,          43,31.209731086
2117,0,28500,      100145,      130522,DebtCon,Office,          10,           0,           0,137.94286922,           0,          29,39.072589176
2118,0,28600,       32136,       51599,DebtCon,Other,          35,           0,           0,284.08384845,           0,          23,39.547733785
2119,0,28600,      136546,      185507,DebtCon,ProfExe,           0,           0,           0,212.31409848,           3,          19,40.516801315
2120,0,28600,       39009,       75893,DebtCon,Mgr,          12,           1,           0,85.625519988,           6,          15,33.975814412
2121,0,28600,      105907,      156126,DebtCon,ProfExe,          10,           0,           0,165.09073496,           1,          17,33.231300882
2122,0,28700,      137247,      186685,DebtCon,Mgr,           0,,,110.49500235,,          39,30.859724325
2123,0,28700,       67951,      106093,DebtCon,ProfExe,          11,           0,           0,263.74392226,           0,          32,40.212234831
